equipe,nom,selections,poste,annees_en_sélection,debut,age,age_début,taille,poids
USA,Joe Taufetee,1,1e ligne,0.1,7-Oct-15,23,23,183,114
USA,John Quill,17,3e ligne,3,9-Nov-12,25,22,187,102
USA,Louis Stanfill,56,2e ligne,10.5,25-May-05,30,20,192,110
USA,Matekitonga Moeakiola,32,1e ligne,8.2,8-Sep-07,37,29,183,118
USA,Matthew Trouville,5,3e ligne,1,8-Nov-14,29,28,190,100
USA,Mike Petri,57,demi,8.2,30-Sep-07,31,23,180,86
USA,Niku Kruger,2,demi,0.3,22-Aug-15,24,24,175,84
USA,Oli Kilifi,15,1e ligne,2,16-Nov-13,29,27,180,118
USA,Phil Thiel,36,1e ligne,6,14-Nov-09,31,25,180,111
USA,Samu Manoa,15,2e ligne,5,27-Nov-10,30,25,198,122
USA,Seamus Kelly,23,arrière,2.5,25-May-13,24,22,178,91
USA,Shalom Suniula,16,demi,1.7,22-Mar-14,27,25,180,86
USA,Takudzwa Ngwenya,35,arrière,8.2,8-Sep-07,30,22,178,84
USA,Thretton Palamo,13,arrière,8.2,30-Sep-07,27,19,193,104
USA,Titi Lamositele,16,1e ligne,2.3,17-Aug-13,20,18,183,113
USA,Zach Fenoglio,17,1e ligne,3,9-Nov-12,26,23,188,117
USA,Zach Test,6,arrière,0.4,18-Jul-15,26,26,190,88
Wales,Aaron Jarvis,16,1e ligne,3,10-Nov-12,29,26,183,116
Wales,Alex Cuthbert,40,arrière,4,3-Dec-11,25,21,198,103
Wales,Alun Wyn Jones,94,2e ligne,9.5,11-Jun-06,30,21,196,125
Wales,Bradley Davies,49,2e ligne,6.8,8-Feb-09,28,21,198,122
Wales,Cory Allen,4,arrière,2,16-Nov-13,22,20,193,99
Wales,Dan Biggar,39,demi,7,14-Nov-08,26,19,185,94
Wales,Dan Lydiate,51,3e ligne,6,21-Nov-09,27,21,193,115
Wales,Dominic Day,3,2e ligne,0.3,8-Aug-15,30,30,196,116
Wales,Eli Walker,1,arrière,0.3,8-Aug-15,23,23,184,91
Wales,Gareth Anscombe,3,arrière,0.3,8-Aug-15,24,24,184,90
Wales,Gareth Davies,9,demi,1.5,14-Jun-14,25,24,178,90
Wales,George North,55,arrière,5,13-Nov-10,23,18,192,107
Wales,Gethin Jenkins,119,1e ligne,13.1,1-Nov-02,35,22,188,117
Wales,Hallam Amos,5,arrière,2,22-Nov-13,21,19,180,98
Wales,Jake Ball,15,2e ligne,1.8,8-Feb-14,24,22,200,122
Wales,James Hook,81,arrière,9.5,11-Jun-06,30,21,183,95
Wales,James King,7,3e ligne,2.5,8-Jun-13,25,23,193,108
Wales,Jamie Roberts,74,arrière,7.8,9-Feb-08,29,21,193,110
Wales,Justin Tipuric,38,3e ligne,4.3,20-Aug-11,26,22,186,101
Wales,Ken Owens,34,1e ligne,4.2,26-Sep-11,28,24,184,108
Wales,Liam Williams,26,arrière,3.5,2-Jun-12,24,21,188,87
Wales,Lloyd Williams,24,demi,4.3,20-Aug-11,25,21,183,89
Wales,Luke Charteris,62,2e ligne,11.1,6-Nov-04,32,21,206,125
Wales,Matthew Morgan,5,arrière,1.5,14-Jun-14,23,22,173,77
Wales,Mike Phillips,94,demi,12.3,27-Aug-03,33,21,191,102
Wales,Paul James,65,1e ligne,12.3,27-Aug-03,33,21,186,116
Wales,Rhys Priestland,40,demi,4.8,12-Feb-11,28,23,182,90
Wales,Ross Moriarty,4,3e ligne,0.3,8-Aug-15,21,21,188,103
Wales,Sam Warburton,60,3e ligne,6.5,6-Jun-09,27,21,188,103
Wales,Samson Lee,17,1e ligne,2,16-Nov-13,22,20,192,107
Wales,Scott Baldwin,15,1e ligne,2.4,15-Jun-13,27,25,190,115
Wales,Scott Williams,34,arrière,4.5,4-Jun-11,25,21,185,100
Wales,Taulupe Faletau,52,3e ligne,4.5,4-Jun-11,25,21,189,113
Wales,Tom Francis,7,1e ligne,0.2,29-Aug-15,23,23,189,130
Wales,Tyler Morgan,3,arrière,0.3,8-Aug-15,20,20,186,103
